STATISTIC,Statistic Label,TLIST(M1),Month,C02596V03150,Industry Sector NACE Rev 2,UNIT,VALUE
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,10,Food products (10),Base 2021=100,131.2066242
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,107.0934163
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,17,Paper and paper products (17),Base 2021=100,105.0975789
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,20,Chemicals and chemical products (20),Base 2021=100,110.032432
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,22,Rubber and plastic products (22),Base 2021=100,101.4068548
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,23,Other non-metallic mineral products (23),Base 2021=100,129.0092057
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,24,Basic metals (24),Base 2021=100,118.0672518
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,123.3200647
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.7025475
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,31,Furniture (31),Base 2021=100,115.356589
WPM40C01,Domestic Industrial Price Index (Excl VAT),202308,2023 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3046876
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,10,Food products (10),Base 2021=100,131.1635701
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,13,Textiles (13),Base 2021=100,108.3077351
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.7312971
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,17,Paper and paper products (17),Base 2021=100,105.3266305
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,20,Chemicals and chemical products (20),Base 2021=100,110.031825
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,22,Rubber and plastic products (22),Base 2021=100,101.3356902
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,23,Other non-metallic mineral products (23),Base 2021=100,128.9205716
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,24,Basic metals (24),Base 2021=100,117.6576161
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,125.4670905
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.5941593
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,31,Furniture (31),Base 2021=100,115.356589
WPM40C01,Domestic Industrial Price Index (Excl VAT),202309,2023 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3047438
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,10,Food products (10),Base 2021=100,131.4024607
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.4917643
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,17,Paper and paper products (17),Base 2021=100,105.3266305
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,20,Chemicals and chemical products (20),Base 2021=100,109.9926263
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,22,Rubber and plastic products (22),Base 2021=100,101.335701
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,23,Other non-metallic mineral products (23),Base 2021=100,128.7759563
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,24,Basic metals (24),Base 2021=100,116.2157637
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,124.6370619
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.7717453
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,31,Furniture (31),Base 2021=100,115.3566987
WPM40C01,Domestic Industrial Price Index (Excl VAT),202310,2023 October,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3048762
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,10,Food products (10),Base 2021=100,131.3212913
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.0802065
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,17,Paper and paper products (17),Base 2021=100,105.3266305
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,20,Chemicals and chemical products (20),Base 2021=100,109.9926263
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,22,Rubber and plastic products (22),Base 2021=100,101.2654851
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,23,Other non-metallic mineral products (23),Base 2021=100,128.0391392
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,24,Basic metals (24),Base 2021=100,116.2157406
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,124.6370494
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.7717453
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,31,Furniture (31),Base 2021=100,115.3566987
WPM40C01,Domestic Industrial Price Index (Excl VAT),202311,2023 November,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3049803
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,10,Food products (10),Base 2021=100,131.3813095
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.0802171
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,17,Paper and paper products (17),Base 2021=100,105.7426217
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,20,Chemicals and chemical products (20),Base 2021=100,112.4536931
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,22,Rubber and plastic products (22),Base 2021=100,101.2654851
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,23,Other non-metallic mineral products (23),Base 2021=100,128.649889
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,24,Basic metals (24),Base 2021=100,116.2156979
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,125.4643429
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,27,Electrical equipment (27),Base 2021=100,111.3482935
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.7717453
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,31,Furniture (31),Base 2021=100,115.3566987
WPM40C01,Domestic Industrial Price Index (Excl VAT),202312,2023 December,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3050593
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,10,Food products (10),Base 2021=100,134.5060716
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,14,Wearing apparel (14),Base 2021=100,101.8113489
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.4624533
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,17,Paper and paper products (17),Base 2021=100,105.8025837
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,20,Chemicals and chemical products (20),Base 2021=100,112.6834658
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,22,Rubber and plastic products (22),Base 2021=100,101.2654945
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,23,Other non-metallic mineral products (23),Base 2021=100,129.6759798
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,24,Basic metals (24),Base 2021=100,115.7799257
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,125.1842591
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.990701
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,31,Furniture (31),Base 2021=100,115.3566987
WPM40C01,Domestic Industrial Price Index (Excl VAT),202401,2024 January,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3047545
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,10,Food products (10),Base 2021=100,133.697685
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.0620874
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,17,Paper and paper products (17),Base 2021=100,105.847399
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,20,Chemicals and chemical products (20),Base 2021=100,113.2722056
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,22,Rubber and plastic products (22),Base 2021=100,101.265497
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,23,Other non-metallic mineral products (23),Base 2021=100,129.559884
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,24,Basic metals (24),Base 2021=100,115.9978118
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,126.615942
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.990701
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,31,Furniture (31),Base 2021=100,114.2826834
WPM40C01,Domestic Industrial Price Index (Excl VAT),202402,2024 February,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.304823
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,10,Food products (10),Base 2021=100,133.992676
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.0765118
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,17,Paper and paper products (17),Base 2021=100,105.8473325
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,20,Chemicals and chemical products (20),Base 2021=100,113.3985451
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,22,Rubber and plastic products (22),Base 2021=100,101.2655565
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,23,Other non-metallic mineral products (23),Base 2021=100,127.0485629
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,24,Basic metals (24),Base 2021=100,114.6300742
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,125.1891823
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,31,Furniture (31),Base 2021=100,114.2826834
WPM40C01,Domestic Industrial Price Index (Excl VAT),202403,2024 March,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3048456
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,10,Food products (10),Base 2021=100,134.0061773
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.0695284
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,17,Paper and paper products (17),Base 2021=100,105.8473234
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,20,Chemicals and chemical products (20),Base 2021=100,113.3505302
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,22,Rubber and plastic products (22),Base 2021=100,101.2655617
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,23,Other non-metallic mineral products (23),Base 2021=100,131.2680331
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,24,Basic metals (24),Base 2021=100,114.6300068
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,125.1658305
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,31,Furniture (31),Base 2021=100,114.2826834
WPM40C01,Domestic Industrial Price Index (Excl VAT),202404,2024 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3075085
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,10,Food products (10),Base 2021=100,133.7128578
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.62079
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,17,Paper and paper products (17),Base 2021=100,105.8473234
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,20,Chemicals and chemical products (20),Base 2021=100,113.2927625
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,22,Rubber and plastic products (22),Base 2021=100,101.4483683
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,23,Other non-metallic mineral products (23),Base 2021=100,131.2836362
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,24,Basic metals (24),Base 2021=100,114.2804108
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,127.9963407
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,31,Furniture (31),Base 2021=100,114.2827386
WPM40C01,Domestic Industrial Price Index (Excl VAT),202405,2024 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3076272
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,10,Food products (10),Base 2021=100,133.7128042
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,105.6775646
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,17,Paper and paper products (17),Base 2021=100,105.8473234
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,20,Chemicals and chemical products (20),Base 2021=100,113.2923868
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,22,Rubber and plastic products (22),Base 2021=100,101.4483645
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,23,Other non-metallic mineral products (23),Base 2021=100,132.0044414
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,24,Basic metals (24),Base 2021=100,114.2804122
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,127.9963319
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,27,Electrical equipment (27),Base 2021=100,110.8967673
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,31,Furniture (31),Base 2021=100,114.2825962
WPM40C01,Domestic Industrial Price Index (Excl VAT),202406,2024 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3097384
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,10,Food products (10),Base 2021=100,133.675426
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.2687357
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,17,Paper and paper products (17),Base 2021=100,105.8738401
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,20,Chemicals and chemical products (20),Base 2021=100,111.7365652
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,22,Rubber and plastic products (22),Base 2021=100,101.4480999
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,23,Other non-metallic mineral products (23),Base 2021=100,132.4707401
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,24,Basic metals (24),Base 2021=100,114.2804122
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,128.8823675
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,27,Electrical equipment (27),Base 2021=100,111.7292325
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,31,Furniture (31),Base 2021=100,118.0641556
WPM40C01,Domestic Industrial Price Index (Excl VAT),202407,2024 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3099717
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,10,Food products (10),Base 2021=100,133.5727329
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.2491174
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,17,Paper and paper products (17),Base 2021=100,105.664554
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,20,Chemicals and chemical products (20),Base 2021=100,111.7365599
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,22,Rubber and plastic products (22),Base 2021=100,101.4480851
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,23,Other non-metallic mineral products (23),Base 2021=100,131.5840416
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,24,Basic metals (24),Base 2021=100,114.397207
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,128.8823735
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,27,Electrical equipment (27),Base 2021=100,111.7292325
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,111.9907064
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,31,Furniture (31),Base 2021=100,118.0641556
WPM40C01,Domestic Industrial Price Index (Excl VAT),202408,2024 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3099498
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,10,Food products (10),Base 2021=100,133.611589
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,13,Textiles (13),Base 2021=100,108.2859793
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,14,Wearing apparel (14),Base 2021=100,104.7378253
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.4455833
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,17,Paper and paper products (17),Base 2021=100,105.9337341
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,20,Chemicals and chemical products (20),Base 2021=100,111.7365555
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,22,Rubber and plastic products (22),Base 2021=100,101.4480697
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,23,Other non-metallic mineral products (23),Base 2021=100,132.0670449
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,24,Basic metals (24),Base 2021=100,114.3971856
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,128.9016007
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,27,Electrical equipment (27),Base 2021=100,111.7292325
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,112.0203041
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,31,Furniture (31),Base 2021=100,118.0641556
WPM40C01,Domestic Industrial Price Index (Excl VAT),202409,2024 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3099498
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,10,Food products (10),Base 2021=100,133.6
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,13,Textiles (13),Base 2021=100,108.3
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,14,Wearing apparel (14),Base 2021=100,104.7
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,16,"Wood and wood products, except furniture (16)",Base 2021=100,106.5
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,17,Paper and paper products (17),Base 2021=100,106.9
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,20,Chemicals and chemical products (20),Base 2021=100,111.7
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,22,Rubber and plastic products (22),Base 2021=100,101.5
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,23,Other non-metallic mineral products (23),Base 2021=100,133.2
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,24,Basic metals (24),Base 2021=100,114.0
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,128.9
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,27,Electrical equipment (27),Base 2021=100,111.7
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,112.0
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,31,Furniture (31),Base 2021=100,118.1
WPM40C01,Domestic Industrial Price Index (Excl VAT),202410,2024 October,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,10,Food products (10),Base 2021=100,99.38176789
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,13,Textiles (13),Base 2021=100,99.72056269
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,14,Wearing apparel (14),Base 2021=100,99.74167509
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,16,"Wood and wood products, except furniture (16)",Base 2021=100,78.72039632
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,17,Paper and paper products (17),Base 2021=100,98.81257649
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,20,Chemicals and chemical products (20),Base 2021=100,102.8926912
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,22,Rubber and plastic products (22),Base 2021=100,94.39770549
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,23,Other non-metallic mineral products (23),Base 2021=100,98.69779514
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,24,Basic metals (24),Base 2021=100,93.35269026
WPM40C02,Export Industrial Price Index (Excl VAT),202101,2021 January,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,96.81050451
