STATISTIC,Statistic Label,TLIST(M1),Month,C02596V03150,Industry Sector NACE Rev 2,UNIT,VALUE
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,31,Furniture (31),Base 2021=100,116.1084424
WPM40C02,Export Industrial Price Index (Excl VAT),202205,2022 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,110.13912
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,10,Food products (10),Base 2021=100,110.645884
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,13,Textiles (13),Base 2021=100,99.69486482
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,14,Wearing apparel (14),Base 2021=100,102.6190639
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,153.1623386
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,17,Paper and paper products (17),Base 2021=100,101.0223389
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,20,Chemicals and chemical products (20),Base 2021=100,102.1535956
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,22,Rubber and plastic products (22),Base 2021=100,126.3724207
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,23,Other non-metallic mineral products (23),Base 2021=100,107.2755408
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,24,Basic metals (24),Base 2021=100,115.5946892
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,110.5851669
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,27,Electrical equipment (27),Base 2021=100,112.555314
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953153
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,31,Furniture (31),Base 2021=100,115.8895518
WPM40C02,Export Industrial Price Index (Excl VAT),202206,2022 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,111.3886731
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,10,Food products (10),Base 2021=100,112.7194986
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,13,Textiles (13),Base 2021=100,103.4067924
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,14,Wearing apparel (14),Base 2021=100,102.6629515
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,154.6162324
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,17,Paper and paper products (17),Base 2021=100,101.6253649
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,20,Chemicals and chemical products (20),Base 2021=100,98.84688365
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,22,Rubber and plastic products (22),Base 2021=100,126.9479522
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,23,Other non-metallic mineral products (23),Base 2021=100,107.3096567
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,24,Basic metals (24),Base 2021=100,117.1505465
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,111.3788006
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,27,Electrical equipment (27),Base 2021=100,118.8845974
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953549
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,31,Furniture (31),Base 2021=100,116.1179907
WPM40C02,Export Industrial Price Index (Excl VAT),202207,2022 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,100.0739647
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,10,Food products (10),Base 2021=100,111.8988313
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,13,Textiles (13),Base 2021=100,103.4101366
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,14,Wearing apparel (14),Base 2021=100,102.6835544
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,155.1129346
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,17,Paper and paper products (17),Base 2021=100,98.8213141
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,20,Chemicals and chemical products (20),Base 2021=100,98.64834644
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,22,Rubber and plastic products (22),Base 2021=100,127.2523643
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,23,Other non-metallic mineral products (23),Base 2021=100,107.3242102
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,24,Basic metals (24),Base 2021=100,117.6962353
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.7163748
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,27,Electrical equipment (27),Base 2021=100,118.8467419
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0955522
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,31,Furniture (31),Base 2021=100,114.2694586
WPM40C02,Export Industrial Price Index (Excl VAT),202208,2022 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,112.4324145
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,10,Food products (10),Base 2021=100,112.0291453
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,13,Textiles (13),Base 2021=100,103.396514
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,14,Wearing apparel (14),Base 2021=100,102.5996302
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,152.8786025
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,17,Paper and paper products (17),Base 2021=100,97.8016278
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,20,Chemicals and chemical products (20),Base 2021=100,98.93068515
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,22,Rubber and plastic products (22),Base 2021=100,128.6192008
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,23,Other non-metallic mineral products (23),Base 2021=100,109.6930638
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,24,Basic metals (24),Base 2021=100,115.2626945
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.5455643
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,27,Electrical equipment (27),Base 2021=100,118.7540118
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0955522
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,31,Furniture (31),Base 2021=100,113.8326262
WPM40C02,Export Industrial Price Index (Excl VAT),202209,2022 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,105.3872608
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,10,Food products (10),Base 2021=100,112.876575
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,13,Textiles (13),Base 2021=100,103.3970843
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,14,Wearing apparel (14),Base 2021=100,102.6031434
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,16,"Wood and wood products, except furniture (16)",Base 2021=100,153.1192208
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,17,Paper and paper products (17),Base 2021=100,100.8986908
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,20,Chemicals and chemical products (20),Base 2021=100,99.34983674
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,22,Rubber and plastic products (22),Base 2021=100,128.7855185
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,23,Other non-metallic mineral products (23),Base 2021=100,109.6295414
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,24,Basic metals (24),Base 2021=100,115.5443701
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.7726401
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,27,Electrical equipment (27),Base 2021=100,118.9611293
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953008
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,31,Furniture (31),Base 2021=100,117.7376184
WPM40C02,Export Industrial Price Index (Excl VAT),202210,2022 October,V0800,Mining and quarrying (05 to 09),Base 2021=100,105.6621818
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,10,Food products (10),Base 2021=100,109.3837762
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,13,Textiles (13),Base 2021=100,96.51884599
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,14,Wearing apparel (14),Base 2021=100,103.0999765
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,16,"Wood and wood products, except furniture (16)",Base 2021=100,152.631807
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,17,Paper and paper products (17),Base 2021=100,100.6562221
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,20,Chemicals and chemical products (20),Base 2021=100,98.297634
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,22,Rubber and plastic products (22),Base 2021=100,128.2545201
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,23,Other non-metallic mineral products (23),Base 2021=100,109.7877134
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,24,Basic metals (24),Base 2021=100,115.1097092
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.1315133
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,27,Electrical equipment (27),Base 2021=100,118.6112119
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953346
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,31,Furniture (31),Base 2021=100,117.633745
WPM40C02,Export Industrial Price Index (Excl VAT),202211,2022 November,V0800,Mining and quarrying (05 to 09),Base 2021=100,108.9906675
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,10,Food products (10),Base 2021=100,109.1820667
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,13,Textiles (13),Base 2021=100,96.70825704
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,14,Wearing apparel (14),Base 2021=100,103.1477359
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,16,"Wood and wood products, except furniture (16)",Base 2021=100,139.5255996
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,17,Paper and paper products (17),Base 2021=100,101.1447049
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,20,Chemicals and chemical products (20),Base 2021=100,98.00629911
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,22,Rubber and plastic products (22),Base 2021=100,128.763779
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,23,Other non-metallic mineral products (23),Base 2021=100,109.7048406
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,24,Basic metals (24),Base 2021=100,116.2008756
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.6419521
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,27,Electrical equipment (27),Base 2021=100,118.5805799
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.0953711
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,31,Furniture (31),Base 2021=100,117.8430104
WPM40C02,Export Industrial Price Index (Excl VAT),202212,2022 December,V0800,Mining and quarrying (05 to 09),Base 2021=100,108.4646958
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,10,Food products (10),Base 2021=100,110.4484756
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,13,Textiles (13),Base 2021=100,100.8051265
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,14,Wearing apparel (14),Base 2021=100,111.1584831
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,16,"Wood and wood products, except furniture (16)",Base 2021=100,137.3279776
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,17,Paper and paper products (17),Base 2021=100,100.637804
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,20,Chemicals and chemical products (20),Base 2021=100,104.7124172
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,22,Rubber and plastic products (22),Base 2021=100,127.5979478
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,23,Other non-metallic mineral products (23),Base 2021=100,109.5395226
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,24,Basic metals (24),Base 2021=100,111.9488214
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,112.3549451
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,27,Electrical equipment (27),Base 2021=100,122.107162
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3816423
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,31,Furniture (31),Base 2021=100,117.4129086
WPM40C02,Export Industrial Price Index (Excl VAT),202301,2023 January,V0800,Mining and quarrying (05 to 09),Base 2021=100,107.7431951
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,10,Food products (10),Base 2021=100,110.5075508
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,13,Textiles (13),Base 2021=100,101.0305512
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,14,Wearing apparel (14),Base 2021=100,111.1584831
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,16,"Wood and wood products, except furniture (16)",Base 2021=100,137.2402555
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,17,Paper and paper products (17),Base 2021=100,100.637804
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,20,Chemicals and chemical products (20),Base 2021=100,104.7124172
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,22,Rubber and plastic products (22),Base 2021=100,127.5664912
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,23,Other non-metallic mineral products (23),Base 2021=100,109.7744393
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,24,Basic metals (24),Base 2021=100,111.9484596
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,112.3558326
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,27,Electrical equipment (27),Base 2021=100,122.107162
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3816423
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,31,Furniture (31),Base 2021=100,117.4129086
WPM40C02,Export Industrial Price Index (Excl VAT),202302,2023 February,V0800,Mining and quarrying (05 to 09),Base 2021=100,101.3770888
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,10,Food products (10),Base 2021=100,111.40201
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,13,Textiles (13),Base 2021=100,101.0384856
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,14,Wearing apparel (14),Base 2021=100,111.2165504
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,16,"Wood and wood products, except furniture (16)",Base 2021=100,137.9060281
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,17,Paper and paper products (17),Base 2021=100,101.240689
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,20,Chemicals and chemical products (20),Base 2021=100,104.9685986
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,22,Rubber and plastic products (22),Base 2021=100,128.7972209
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,23,Other non-metallic mineral products (23),Base 2021=100,109.7930313
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,24,Basic metals (24),Base 2021=100,113.504227
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.568573
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,27,Electrical equipment (27),Base 2021=100,122.3398279
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.381687
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,31,Furniture (31),Base 2021=100,116.5971505
WPM40C02,Export Industrial Price Index (Excl VAT),202303,2023 March,V0800,Mining and quarrying (05 to 09),Base 2021=100,102.6806243
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,10,Food products (10),Base 2021=100,109.2566426
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,13,Textiles (13),Base 2021=100,101.0324297
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,14,Wearing apparel (14),Base 2021=100,111.1722306
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,16,"Wood and wood products, except furniture (16)",Base 2021=100,136.9687575
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,17,Paper and paper products (17),Base 2021=100,100.7805382
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,20,Chemicals and chemical products (20),Base 2021=100,104.2887264
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,22,Rubber and plastic products (22),Base 2021=100,128.2748729
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,23,Other non-metallic mineral products (23),Base 2021=100,109.749004
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,24,Basic metals (24),Base 2021=100,112.1513821
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.7892603
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,27,Electrical equipment (27),Base 2021=100,121.9207881
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3816529
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,31,Furniture (31),Base 2021=100,116.4029567
WPM40C02,Export Industrial Price Index (Excl VAT),202304,2023 April,V0800,Mining and quarrying (05 to 09),Base 2021=100,98.44285003
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,10,Food products (10),Base 2021=100,109.955353
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,13,Textiles (13),Base 2021=100,101.0400663
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,14,Wearing apparel (14),Base 2021=100,111.2281186
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,16,"Wood and wood products, except furniture (16)",Base 2021=100,136.4634585
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,17,Paper and paper products (17),Base 2021=100,101.360797
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,20,Chemicals and chemical products (20),Base 2021=100,104.5327647
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,22,Rubber and plastic products (22),Base 2021=100,128.8909418
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,23,Other non-metallic mineral products (23),Base 2021=100,109.8935812
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,24,Basic metals (24),Base 2021=100,113.6592743
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.5762309
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,27,Electrical equipment (27),Base 2021=100,122.1597104
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3816959
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,31,Furniture (31),Base 2021=100,116.6478387
WPM40C02,Export Industrial Price Index (Excl VAT),202305,2023 May,V0800,Mining and quarrying (05 to 09),Base 2021=100,98.91166825
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,10,Food products (10),Base 2021=100,109.4028805
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,13,Textiles (13),Base 2021=100,103.8335359
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,14,Wearing apparel (14),Base 2021=100,111.2813574
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,16,"Wood and wood products, except furniture (16)",Base 2021=100,136.1662893
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,17,Paper and paper products (17),Base 2021=100,101.91355
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,20,Chemicals and chemical products (20),Base 2021=100,104.7151472
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,22,Rubber and plastic products (22),Base 2021=100,128.3035021
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,23,Other non-metallic mineral products (23),Base 2021=100,109.8406512
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,24,Basic metals (24),Base 2021=100,115.2416102
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.7682429
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,27,Electrical equipment (27),Base 2021=100,122.3183563
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3817364
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,31,Furniture (31),Base 2021=100,112.380413
WPM40C02,Export Industrial Price Index (Excl VAT),202306,2023 June,V0800,Mining and quarrying (05 to 09),Base 2021=100,99.38566421
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,10,Food products (10),Base 2021=100,106.4025949
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,13,Textiles (13),Base 2021=100,103.833326
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,14,Wearing apparel (14),Base 2021=100,111.2798211
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,16,"Wood and wood products, except furniture (16)",Base 2021=100,134.1406239
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,17,Paper and paper products (17),Base 2021=100,102.6086307
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,20,Chemicals and chemical products (20),Base 2021=100,104.2411711
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,22,Rubber and plastic products (22),Base 2021=100,128.3368962
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,23,Other non-metallic mineral products (23),Base 2021=100,109.9470048
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,24,Basic metals (24),Base 2021=100,115.5439112
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.5832379
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,27,Electrical equipment (27),Base 2021=100,122.0688921
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3817353
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,31,Furniture (31),Base 2021=100,112.3736817
WPM40C02,Export Industrial Price Index (Excl VAT),202307,2023 July,V0800,Mining and quarrying (05 to 09),Base 2021=100,96.19571645
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,10,Food products (10),Base 2021=100,107.1783892
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,13,Textiles (13),Base 2021=100,103.8314038
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,14,Wearing apparel (14),Base 2021=100,111.2657536
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,16,"Wood and wood products, except furniture (16)",Base 2021=100,134.1699157
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,17,Paper and paper products (17),Base 2021=100,102.4595767
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,20,Chemicals and chemical products (20),Base 2021=100,104.6087135
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,22,Rubber and plastic products (22),Base 2021=100,128.2423717
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,23,Other non-metallic mineral products (23),Base 2021=100,109.9244497
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,24,Basic metals (24),Base 2021=100,115.316613
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,114.5250937
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,27,Electrical equipment (27),Base 2021=100,122.2157717
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3817401
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,31,Furniture (31),Base 2021=100,112.3120424
WPM40C02,Export Industrial Price Index (Excl VAT),202308,2023 August,V0800,Mining and quarrying (05 to 09),Base 2021=100,98.5137288
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,10,Food products (10),Base 2021=100,107.3567904
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,13,Textiles (13),Base 2021=100,103.8318203
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,14,Wearing apparel (14),Base 2021=100,111.2688016
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,16,"Wood and wood products, except furniture (16)",Base 2021=100,134.1884117
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,17,Paper and paper products (17),Base 2021=100,102.4918722
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,20,Chemicals and chemical products (20),Base 2021=100,104.9640506
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,22,Rubber and plastic products (22),Base 2021=100,128.3515327
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,23,Other non-metallic mineral products (23),Base 2021=100,109.7835531
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,24,Basic metals (24),Base 2021=100,115.5223891
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,25,"Fabricated metal products, except machinery and equipment (25)",Base 2021=100,113.5960803
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,27,Electrical equipment (27),Base 2021=100,122.3913154
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,29,"Motor vehicles, trailers and semi-trailers (29)",Base 2021=100,100.3817424
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,31,Furniture (31),Base 2021=100,112.325398
WPM40C02,Export Industrial Price Index (Excl VAT),202309,2023 September,V0800,Mining and quarrying (05 to 09),Base 2021=100,100.7264336
WPM40C02,Export Industrial Price Index (Excl VAT),202310,2023 October,10,Food products (10),Base 2021=100,107.5351821
